iter	Logloss
0	0.487278245
1	0.3376041511
2	0.2299278423
3	0.1543668657
4	0.1029266594
5	0.07042026444
6	0.04987881615
7	0.03402798152
8	0.02423555184
9	0.01815016633
10	0.01329321665
11	0.01004354895
12	0.007576525763
13	0.005834253126
14	0.004553667447
15	0.003610172059
16	0.00291324727
17	0.002366065928
18	0.001942824152
19	0.001626666798
20	0.001377250472
21	0.001174879778
22	0.00100931827
23	0.0008755724361
24	0.0007622248433
25	0.0006757200639
26	0.0006016407143
27	0.0005393490685
28	0.0004859033402
29	0.0004392567418
30	0.0003991136936
31	0.0003644553469
32	0.0003372018248
33	0.0003131761362
34	0.000291713277
35	0.0002725839742
36	0.0002553969667
37	0.0002399378201
38	0.0002259152968
39	0.0002153007302
40	0.0002055615389
41	0.0001964725967
42	0.0001880936024
43	0.0001802905877
44	0.0001729628908
45	0.0001662236112
46	0.0001599463726
47	0.0001539132003
48	0.0001498248804
49	0.0001459420695
50	0.00014230326
51	0.0001389273985
52	0.000135625659
53	0.0001323579426
54	0.0001292398022
55	0.0001262919483
56	0.000123418851
57	0.0001207376721
58	0.000118251197
59	0.0001158381412
60	0.000113555081
61	0.0001123776802
62	0.0001111262346
63	0.0001099237949
64	0.0001086830813
65	0.0001074775293
66	0.000106299153
67	0.0001051512331
68	0.0001039962696
69	0.0001028566369
70	0.0001017781811
71	0.0001007125111
72	9.968274786e-05
73	9.868844259e-05
74	9.772365975e-05
75	9.678726175e-05
76	9.585275569e-05
77	9.496878164e-05
78	9.409807771e-05
79	9.323708161e-05
80	9.24037619e-05
81	9.157716417e-05
82	9.077874052e-05
83	9.000467213e-05
84	9.000467213e-05
85	8.919061043e-05
86	8.919061043e-05
87	8.918984369e-05
88	8.91862269e-05
89	8.91862269e-05
90	8.91862269e-05
91	8.91862269e-05
92	8.91862269e-05
93	8.91862269e-05
94	8.917745918e-05
95	8.917745918e-05
96	8.917523301e-05
97	8.917523301e-05
98	8.918392537e-05
99	8.918392537e-05
100	8.916637485e-05
101	8.915853115e-05
102	8.917409338e-05
103	8.917409338e-05
104	8.917145042e-05
105	8.917145042e-05
106	8.917616489e-05
107	8.917616489e-05
108	8.917616489e-05
109	8.917616489e-05
110	8.916582503e-05
111	8.915929855e-05
112	8.915929855e-05
113	8.915929855e-05
114	8.915929855e-05
115	8.915929855e-05
116	8.915929724e-05
117	8.915141553e-05
118	8.915141553e-05
119	8.915141553e-05
120	8.915141553e-05
121	8.915141553e-05
122	8.915141553e-05
123	8.915141553e-05
124	8.915997944e-05
125	8.915008389e-05
126	8.914677117e-05
127	8.914677117e-05
128	8.913583167e-05
129	8.913583167e-05
130	8.913922565e-05
131	8.913943904e-05
132	8.913943904e-05
133	8.913943904e-05
134	8.913943904e-05
135	8.913943904e-05
136	8.913943904e-05
137	8.913943904e-05
138	8.913943904e-05
139	8.916219618e-05
140	8.916219618e-05
141	8.912639919e-05
142	8.912639919e-05
143	8.915553143e-05
144	8.914490125e-05
145	8.914490125e-05
146	8.91313699e-05
147	8.91313699e-05
148	8.909819293e-05
149	8.909819293e-05
150	8.909819293e-05
151	8.912528905e-05
152	8.912528905e-05
153	8.912528905e-05
154	8.913989359e-05
155	8.913989359e-05
156	8.913989359e-05
157	8.913989359e-05
158	8.913989359e-05
159	8.913989359e-05
160	8.913989359e-05
161	8.913989359e-05
162	8.914479549e-05
163	8.914479549e-05
164	8.911917387e-05
165	8.911917387e-05
166	8.91373889e-05
167	8.91373889e-05
168	8.91373889e-05
169	8.91373889e-05
170	8.91389191e-05
171	8.91389191e-05
172	8.91389191e-05
173	8.913488093e-05
174	8.913488093e-05
175	8.913488093e-05
176	8.913488093e-05
177	8.912341782e-05
178	8.911766398e-05
179	8.911766398e-05
180	8.911766398e-05
181	8.911766398e-05
182	8.911766398e-05
183	8.912468917e-05
184	8.912468917e-05
185	8.911504789e-05
186	8.911504789e-05
187	8.911504789e-05
188	8.911504789e-05
189	8.911504789e-05
190	8.911504789e-05
191	8.911504789e-05
192	8.911504789e-05
193	8.91118125e-05
194	8.91118125e-05
195	8.91118125e-05
196	8.91118125e-05
197	8.910982356e-05
198	8.911873676e-05
199	8.911873676e-05
200	8.911597781e-05
201	8.911597781e-05
202	8.911597781e-05
203	8.909876544e-05
204	8.909876544e-05
205	8.909876544e-05
206	8.909876544e-05
207	8.909309221e-05
208	8.910276495e-05
209	8.910276495e-05
210	8.910276495e-05
211	8.910276495e-05
212	8.910686276e-05
213	8.910411559e-05
214	8.91068929e-05
215	8.91068929e-05
216	8.91068929e-05
217	8.909831588e-05
218	8.909831588e-05
219	8.905994539e-05
220	8.905994539e-05
221	8.909243557e-05
222	8.907088161e-05
223	8.907088161e-05
224	8.909798035e-05
225	8.909138375e-05
226	8.909138375e-05
227	8.909138375e-05
228	8.909769069e-05
229	8.909769069e-05
230	8.909769069e-05
231	8.908532388e-05
232	8.908532388e-05
233	8.910134091e-05
234	8.910134091e-05
235	8.910134091e-05
236	8.910134091e-05
237	8.910134091e-05
238	8.910134091e-05
239	8.910134091e-05
240	8.910134091e-05
241	8.910134091e-05
242	8.910134091e-05
243	8.910134091e-05
244	8.910134091e-05
245	8.910445047e-05
246	8.907135673e-05
247	8.907135673e-05
248	8.907135673e-05
249	8.907135673e-05
250	8.907135673e-05
251	8.907135673e-05
252	8.908255771e-05
253	8.908255771e-05
254	8.907646244e-05
255	8.907646244e-05
256	8.907646244e-05
257	8.907646244e-05
258	8.907646244e-05
259	8.907646244e-05
260	8.90763648e-05
261	8.90763648e-05
262	8.90763648e-05
263	8.90763648e-05
264	8.90763648e-05
265	8.90763648e-05
266	8.90763648e-05
267	8.90763648e-05
268	8.90763648e-05
269	8.90763648e-05
270	8.90763648e-05
271	8.90763648e-05
272	8.90763648e-05
273	8.906021473e-05
274	8.906021473e-05
275	8.906021473e-05
276	8.906021473e-05
277	8.906021473e-05
278	8.905008457e-05
279	8.9064363e-05
280	8.905818516e-05
281	8.905818516e-05
282	8.905818516e-05
283	8.905818516e-05
284	8.90647988e-05
285	8.905912294e-05
286	8.908504732e-05
287	8.908504732e-05
288	8.908504732e-05
289	8.908504732e-05
290	8.906712524e-05
291	8.906712524e-05
292	8.906712524e-05
293	8.906712524e-05
294	8.906712524e-05
295	8.906712524e-05
296	8.906712524e-05
297	8.906712524e-05
298	8.906712524e-05
299	8.906712524e-05
300	8.906712524e-05
301	8.906491152e-05
302	8.906491152e-05
303	8.906491152e-05
304	8.906491152e-05
305	8.906491152e-05
306	8.906491152e-05
307	8.906491152e-05
308	8.905885491e-05
309	8.905885491e-05
310	8.905885491e-05
311	8.905885491e-05
312	8.905885491e-05
313	8.905885491e-05
314	8.905885491e-05
315	8.905885491e-05
316	8.905885491e-05
317	8.905885491e-05
318	8.904839774e-05
319	8.904839774e-05
320	8.904839774e-05
321	8.904839774e-05
322	8.904839774e-05
323	8.904839774e-05
324	8.904839774e-05
325	8.904839774e-05
326	8.904839774e-05
327	8.904839774e-05
328	8.904839774e-05
329	8.904839774e-05
330	8.904839774e-05
331	8.904839774e-05
332	8.904839774e-05
333	8.904839774e-05
334	8.904839774e-05
335	8.904839774e-05
336	8.904839774e-05
337	8.904839774e-05
338	8.904839774e-05
339	8.904839774e-05
340	8.904839774e-05
341	8.904839774e-05
342	8.904839774e-05
343	8.904839774e-05
344	8.904839774e-05
345	8.904839774e-05
346	8.904839774e-05
347	8.904839774e-05
348	8.904839774e-05
349	8.904839774e-05
350	8.904839774e-05
351	8.904839774e-05
352	8.904839774e-05
353	8.904839774e-05
354	8.904839774e-05
355	8.904839774e-05
356	8.904839774e-05
357	8.904839774e-05
358	8.904839774e-05
359	8.904839774e-05
360	8.904839774e-05
361	8.904839774e-05
362	8.904839774e-05
363	8.904839774e-05
364	8.904839774e-05
365	8.904839774e-05
366	8.904839774e-05
367	8.904839774e-05
368	8.904839774e-05
369	8.904839774e-05
370	8.904839774e-05
371	8.904839774e-05
372	8.904839774e-05
373	8.904839774e-05
374	8.904839774e-05
375	8.904839774e-05
376	8.904839774e-05
377	8.904839774e-05
378	8.904839774e-05
379	8.904839774e-05
380	8.904839774e-05
381	8.904839774e-05
382	8.904839774e-05
383	8.904839774e-05
384	8.904839774e-05
385	8.904839774e-05
386	8.904839774e-05
387	8.904839774e-05
388	8.904839774e-05
389	8.904839774e-05
390	8.904839774e-05
391	8.904839774e-05
392	8.904839774e-05
393	8.904839774e-05
394	8.904839774e-05
395	8.904839774e-05
396	8.904839774e-05
397	8.904839774e-05
398	8.904839774e-05
399	8.904839774e-05
400	8.904839774e-05
401	8.904839774e-05
402	8.904839774e-05
403	8.904839774e-05
404	8.904839774e-05
405	8.904839774e-05
406	8.904839774e-05
407	8.904839774e-05
408	8.904839774e-05
409	8.904839774e-05
410	8.904839774e-05
411	8.904839774e-05
412	8.904839774e-05
413	8.904839774e-05
414	8.904839774e-05
415	8.904839774e-05
416	8.904839774e-05
417	8.904839774e-05
418	8.904839774e-05
419	8.904839774e-05
420	8.904839774e-05
421	8.904839774e-05
422	8.904839774e-05
423	8.904839774e-05
424	8.904839774e-05
425	8.904839774e-05
426	8.904839774e-05
427	8.904839774e-05
428	8.904839774e-05
429	8.904839774e-05
430	8.904839774e-05
431	8.904839774e-05
432	8.904839774e-05
433	8.904839774e-05
434	8.904839774e-05
435	8.904839774e-05
436	8.904839774e-05
437	8.904839774e-05
438	8.904839774e-05
439	8.904839774e-05
440	8.904839774e-05
441	8.904839774e-05
442	8.904839774e-05
443	8.904839774e-05
444	8.904839774e-05
445	8.904839774e-05
446	8.904839774e-05
447	8.904839774e-05
448	8.904839774e-05
449	8.904839774e-05
450	8.904839774e-05
451	8.904839774e-05
452	8.904839774e-05
453	8.904839774e-05
454	8.904839774e-05
455	8.904839774e-05
456	8.904839774e-05
457	8.904839774e-05
458	8.904839774e-05
459	8.904839774e-05
460	8.904839774e-05
461	8.904839774e-05
462	8.904839774e-05
463	8.904839774e-05
464	8.904839774e-05
465	8.904839774e-05
466	8.904839774e-05
467	8.904839774e-05
468	8.904839774e-05
469	8.904839774e-05
470	8.904839774e-05
471	8.904839774e-05
472	8.904839774e-05
473	8.904839774e-05
474	8.904839774e-05
475	8.904839774e-05
476	8.904839774e-05
477	8.904839774e-05
478	8.904839774e-05
479	8.904839774e-05
480	8.904839774e-05
481	8.904839774e-05
482	8.904839774e-05
483	8.904839774e-05
484	8.904839774e-05
485	8.904839774e-05
486	8.904839774e-05
487	8.904839774e-05
488	8.904839774e-05
489	8.904839774e-05
490	8.904839774e-05
491	8.904839774e-05
492	8.904839774e-05
493	8.904839774e-05
494	8.904839774e-05
495	8.904839774e-05
496	8.904839774e-05
497	8.904839774e-05
498	8.904839774e-05
499	8.904839774e-05
500	8.904839774e-05
501	8.904839774e-05
502	8.904839774e-05
503	8.904839774e-05
504	8.904839774e-05
505	8.904839774e-05
506	8.904839774e-05
507	8.904839774e-05
508	8.904839774e-05
509	8.904839774e-05
510	8.904839774e-05
511	8.904839774e-05
512	8.904839774e-05
513	8.904839774e-05
514	8.904839774e-05
515	8.904839774e-05
516	8.904839774e-05
517	8.904839774e-05
518	8.904839774e-05
519	8.904839774e-05
520	8.904839774e-05
521	8.904839774e-05
522	8.904839774e-05
523	8.904839774e-05
524	8.904839774e-05
525	8.904839774e-05
526	8.904839774e-05
527	8.904839774e-05
528	8.904839774e-05
529	8.904839774e-05
530	8.904839774e-05
531	8.904839774e-05
532	8.904839774e-05
533	8.904839774e-05
534	8.904839774e-05
535	8.904839774e-05
536	8.904839774e-05
537	8.904839774e-05
538	8.904839774e-05
539	8.904839774e-05
540	8.904839774e-05
541	8.904839774e-05
542	8.904839774e-05
543	8.904839774e-05
544	8.904839774e-05
545	8.904839774e-05
546	8.904839774e-05
547	8.904839774e-05
548	8.904839774e-05
549	8.904839774e-05
550	8.904839774e-05
551	8.904839774e-05
552	8.904839774e-05
553	8.904839774e-05
554	8.904839774e-05
555	8.904839774e-05
556	8.904839774e-05
557	8.904839774e-05
558	8.904839774e-05
559	8.904839774e-05
560	8.904839774e-05
561	8.904839774e-05
562	8.904839774e-05
563	8.904839774e-05
564	8.904839774e-05
565	8.904839774e-05
566	8.904839774e-05
567	8.904839774e-05
568	8.904839774e-05
569	8.904839774e-05
570	8.904839774e-05
571	8.904839774e-05
572	8.904839774e-05
573	8.904839774e-05
574	8.904839774e-05
575	8.904839774e-05
576	8.904839774e-05
577	8.904839774e-05
578	8.904839774e-05
579	8.904839774e-05
580	8.904839774e-05
581	8.904839774e-05
582	8.904839774e-05
583	8.904839774e-05
584	8.904839774e-05
585	8.904839774e-05
586	8.904839774e-05
587	8.904839774e-05
588	8.904839774e-05
589	8.904839774e-05
590	8.904839774e-05
591	8.904839774e-05
592	8.904839774e-05
593	8.904839774e-05
594	8.904839774e-05
595	8.904839774e-05
596	8.904839774e-05
597	8.904839774e-05
598	8.904839774e-05
599	8.904839774e-05
600	8.904839774e-05
601	8.904839774e-05
602	8.904839774e-05
603	8.904839774e-05
604	8.904839774e-05
605	8.904839774e-05
606	8.904839774e-05
607	8.904839774e-05
608	8.904839774e-05
609	8.904839774e-05
610	8.904839774e-05
611	8.904839774e-05
612	8.904839774e-05
613	8.904839774e-05
614	8.904839774e-05
615	8.904839774e-05
616	8.904839774e-05
617	8.904839774e-05
618	8.904839774e-05
619	8.904839774e-05
620	8.904839774e-05
621	8.904839774e-05
622	8.904839774e-05
623	8.904839774e-05
624	8.904839774e-05
625	8.904839774e-05
626	8.904839774e-05
627	8.904839774e-05
628	8.904839774e-05
629	8.904839774e-05
630	8.904839774e-05
631	8.904839774e-05
632	8.904839774e-05
633	8.904839774e-05
634	8.904839774e-05
635	8.904839774e-05
636	8.904839774e-05
637	8.904839774e-05
638	8.904839774e-05
639	8.904839774e-05
640	8.904839774e-05
641	8.904839774e-05
642	8.904839774e-05
643	8.904839774e-05
644	8.904839774e-05
645	8.904839774e-05
646	8.904839774e-05
647	8.904839774e-05
648	8.904839774e-05
649	8.904839774e-05
650	8.904839774e-05
651	8.904839774e-05
652	8.904839774e-05
653	8.904839774e-05
654	8.904839774e-05
655	8.904839774e-05
656	8.904839774e-05
657	8.904839774e-05
658	8.904839774e-05
659	8.904839774e-05
660	8.904839774e-05
661	8.904839774e-05
662	8.904839774e-05
663	8.904839774e-05
664	8.904839774e-05
665	8.904839774e-05
666	8.904839774e-05
667	8.904839774e-05
668	8.904839774e-05
669	8.904839774e-05
670	8.904839774e-05
671	8.904839774e-05
672	8.904839774e-05
673	8.904839774e-05
674	8.904839774e-05
675	8.904839774e-05
676	8.904839774e-05
677	8.904839774e-05
678	8.904839774e-05
679	8.904839774e-05
680	8.904839774e-05
681	8.904839774e-05
682	8.904839774e-05
683	8.904839774e-05
684	8.904839774e-05
685	8.904839774e-05
686	8.904839774e-05
687	8.904839774e-05
688	8.904839774e-05
689	8.904839774e-05
690	8.904839774e-05
691	8.904839774e-05
692	8.904839774e-05
693	8.904839774e-05
694	8.904839774e-05
695	8.904839774e-05
696	8.904839774e-05
697	8.904839774e-05
698	8.904839774e-05
699	8.904839774e-05
700	8.904839774e-05
701	8.904839774e-05
702	8.904839774e-05
703	8.904839774e-05
704	8.904839774e-05
705	8.904839774e-05
706	8.904839774e-05
707	8.904839774e-05
708	8.904839774e-05
709	8.904839774e-05
710	8.904839774e-05
711	8.904839774e-05
712	8.904839774e-05
713	8.904839774e-05
714	8.904839774e-05
715	8.904839774e-05
716	8.904839774e-05
717	8.904839774e-05
718	8.904839774e-05
719	8.904839774e-05
720	8.904839774e-05
721	8.904839774e-05
722	8.904839774e-05
723	8.904839774e-05
724	8.904839774e-05
725	8.904839774e-05
726	8.904839774e-05
727	8.904839774e-05
728	8.904839774e-05
729	8.904839774e-05
730	8.904839774e-05
731	8.904839774e-05
732	8.904839774e-05
733	8.904839774e-05
734	8.904839774e-05
735	8.904839774e-05
736	8.904839774e-05
737	8.904839774e-05
738	8.904839774e-05
739	8.904839774e-05
740	8.904839774e-05
741	8.904839774e-05
742	8.904839774e-05
743	8.904839774e-05
744	8.904839774e-05
745	8.904839774e-05
746	8.904839774e-05
747	8.904839774e-05
748	8.904839774e-05
749	8.904839774e-05
750	8.904839774e-05
751	8.904839774e-05
752	8.904839774e-05
753	8.904839774e-05
754	8.904839774e-05
755	8.904839774e-05
756	8.904839774e-05
757	8.904839774e-05
758	8.904839774e-05
759	8.904839774e-05
760	8.904839774e-05
761	8.904839774e-05
762	8.904839774e-05
763	8.904839774e-05
764	8.904839774e-05
765	8.904839774e-05
766	8.904839774e-05
767	8.904839774e-05
768	8.904839774e-05
769	8.904839774e-05
770	8.904839774e-05
771	8.904839774e-05
772	8.904839774e-05
773	8.904839774e-05
774	8.904839774e-05
775	8.904839774e-05
776	8.904839774e-05
777	8.904839774e-05
778	8.904839774e-05
779	8.904839774e-05
780	8.904839774e-05
781	8.904839774e-05
782	8.904839774e-05
783	8.904839774e-05
784	8.904839774e-05
785	8.904839774e-05
786	8.904839774e-05
787	8.904839774e-05
788	8.904839774e-05
789	8.904839774e-05
790	8.904839774e-05
791	8.904839774e-05
792	8.904839774e-05
793	8.904839774e-05
794	8.904839774e-05
795	8.904839774e-05
796	8.904839774e-05
797	8.904839774e-05
798	8.904839774e-05
799	8.904839774e-05
800	8.904839774e-05
801	8.904839774e-05
802	8.904839774e-05
803	8.904839774e-05
804	8.904839774e-05
805	8.904839774e-05
806	8.904839774e-05
807	8.904839774e-05
808	8.904839774e-05
809	8.904839774e-05
810	8.904839774e-05
811	8.904839774e-05
812	8.904839774e-05
813	8.904839774e-05
814	8.904839774e-05
815	8.904839774e-05
816	8.904839774e-05
817	8.904839774e-05
818	8.904839774e-05
819	8.904839774e-05
820	8.904839774e-05
821	8.904839774e-05
822	8.904839774e-05
823	8.904839774e-05
824	8.904839774e-05
825	8.904839774e-05
826	8.904839774e-05
827	8.904839774e-05
828	8.904839774e-05
829	8.904839774e-05
830	8.904839774e-05
831	8.904839774e-05
832	8.904839774e-05
833	8.904839774e-05
834	8.904839774e-05
835	8.904839774e-05
836	8.904839774e-05
837	8.904839774e-05
838	8.904839774e-05
839	8.904839774e-05
840	8.904839774e-05
841	8.904839774e-05
842	8.904839774e-05
843	8.904839774e-05
844	8.904839774e-05
845	8.904839774e-05
846	8.904839774e-05
847	8.904839774e-05
848	8.904839774e-05
849	8.904839774e-05
850	8.904839774e-05
851	8.904839774e-05
852	8.904839774e-05
853	8.904839774e-05
854	8.904839774e-05
855	8.904839774e-05
856	8.904839774e-05
857	8.904839774e-05
858	8.904839774e-05
859	8.904839774e-05
860	8.904839774e-05
861	8.904839774e-05
862	8.904839774e-05
863	8.904839774e-05
864	8.904839774e-05
865	8.904839774e-05
866	8.904839774e-05
867	8.904839774e-05
868	8.904839774e-05
869	8.904839774e-05
870	8.904839774e-05
871	8.904839774e-05
872	8.904839774e-05
873	8.904839774e-05
874	8.904839774e-05
875	8.904839774e-05
876	8.904839774e-05
877	8.904839774e-05
878	8.904839774e-05
879	8.904839774e-05
880	8.904839774e-05
881	8.904839774e-05
882	8.904839774e-05
883	8.904839774e-05
884	8.904839774e-05
885	8.904839774e-05
886	8.904839774e-05
887	8.904839774e-05
888	8.904839774e-05
889	8.904839774e-05
890	8.904839774e-05
891	8.904839774e-05
892	8.904839774e-05
893	8.904839774e-05
894	8.904839774e-05
895	8.904839774e-05
896	8.904839774e-05
897	8.904839774e-05
898	8.904839774e-05
899	8.904839774e-05
900	8.904839774e-05
901	8.904839774e-05
902	8.904839774e-05
903	8.904839774e-05
904	8.904839774e-05
905	8.904839774e-05
906	8.904839774e-05
907	8.904839774e-05
908	8.904839774e-05
909	8.904839774e-05
910	8.904839774e-05
911	8.904839774e-05
912	8.904839774e-05
913	8.904839774e-05
914	8.904839774e-05
915	8.904839774e-05
916	8.904839774e-05
917	8.904839774e-05
918	8.904839774e-05
919	8.904839774e-05
920	8.904839774e-05
921	8.904839774e-05
922	8.904839774e-05
923	8.904839774e-05
924	8.904839774e-05
925	8.904839774e-05
926	8.904839774e-05
927	8.904839774e-05
928	8.904839774e-05
929	8.904839774e-05
930	8.904839774e-05
931	8.904839774e-05
932	8.904839774e-05
933	8.904839774e-05
934	8.904839774e-05
935	8.904839774e-05
936	8.904839774e-05
937	8.904839774e-05
938	8.904839774e-05
939	8.904839774e-05
940	8.904839774e-05
941	8.904839774e-05
942	8.904839774e-05
943	8.904839774e-05
944	8.904839774e-05
945	8.904839774e-05
946	8.904839774e-05
947	8.904839774e-05
948	8.904839774e-05
949	8.904839774e-05
950	8.904839774e-05
951	8.904839774e-05
952	8.904839774e-05
953	8.904839774e-05
954	8.904839774e-05
955	8.904839774e-05
956	8.904839774e-05
957	8.904839774e-05
958	8.904839774e-05
959	8.904839774e-05
960	8.904839774e-05
961	8.904839774e-05
962	8.904839774e-05
963	8.904839774e-05
964	8.904839774e-05
965	8.904839774e-05
966	8.904839774e-05
967	8.904839774e-05
968	8.904839774e-05
969	8.904839774e-05
970	8.904839774e-05
971	8.904839774e-05
972	8.904839774e-05
973	8.904839774e-05
974	8.904839774e-05
975	8.904839774e-05
976	8.904839774e-05
977	8.904839774e-05
978	8.904839774e-05
979	8.904839774e-05
980	8.904839774e-05
981	8.904839774e-05
982	8.904839774e-05
983	8.904839774e-05
984	8.904839774e-05
985	8.904839774e-05
986	8.904839774e-05
987	8.904839774e-05
988	8.904839774e-05
989	8.904839774e-05
990	8.904839774e-05
991	8.904839774e-05
992	8.904839774e-05
993	8.904839774e-05
994	8.904839774e-05
995	8.904839774e-05
996	8.904839774e-05
997	8.904839774e-05
998	8.904839774e-05
999	8.904839774e-05
1000	8.904839774e-05
1001	8.904839774e-05
1002	8.904839774e-05
1003	8.904839774e-05
1004	8.904839774e-05
1005	8.904839774e-05
1006	8.904839774e-05
1007	8.904839774e-05
1008	8.904839774e-05
1009	8.904839774e-05
1010	8.904839774e-05
1011	8.904839774e-05
1012	8.904839774e-05
1013	8.904839774e-05
1014	8.904839774e-05
1015	8.904839774e-05
1016	8.904839774e-05
1017	8.904839774e-05
1018	8.904839774e-05
1019	8.904839774e-05
1020	8.904839774e-05
1021	8.904839774e-05
1022	8.904839774e-05
1023	8.904839774e-05
1024	8.904839774e-05
1025	8.904839774e-05
1026	8.904839774e-05
1027	8.904839774e-05
